ID1	ID2	type	node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	exists
AT4G38800	AT1G23820	-	MTN1	SPDS1	136050	117717	3702.AT4G38800.1	3702.AT1G23820.1	0	0	0	0	0	0	0.9	0.429	0.94	0.25
AT3G56190	AT2G33120	-	ASNAP2	VAMP722	131294	125015	3702.AT3G56190.1	3702.AT2G33120.2	0	0	0	0	0.064	0.836	0	0.645	0.94	0.5
AT3G56450	AT3G54300	-	ASNAP1	VAMP727	131319	131092	3702.AT3G56450.1	3702.AT3G54300.1	0	0	0	0	0.064	0.836	0	0.645	0.94	0.75
AT3G04640	AT1G27730	-	AT3G04640	STZ	127035	118057	3702.AT3G04640.1	3702.AT1G27730.1	0	0	0	0	0.939	0	0	0	0.939	1
AT4G34390	AT3G45640	-	XLG2	MPK3	135584	130168	3702.AT4G34390.1	3702.AT3G45640.1	0	0	0	0	0.816	0.267	0	0.585	0.939	0.25
AT3G50930	AT2G46400	-	BCS1	WRKY46	130732	126441	3702.AT3G50930.1	3702.AT2G46400.1	0	0	0	0	0.939	0	0	0	0.939	0.5
AT2G43790	AT1G73500	-	MPK6	MKK9	126169	121614	3702.AT2G43790.1	3702.AT1G73500.1	0	0	0.44	0.722	0	0.905	0	0.994	0.939	0.75
AT4G27280	AT4G24570	-	AT4G27280	DIC2	134800	134510	3702.AT4G27280.1	3702.AT4G24570.1	0	0	0	0	0.939	0	0	0	0.939	1
AT3G46620	AT1G27730	-	RDUF1	STZ	130271	118057	3702.AT3G46620.1	3702.AT1G27730.1	0	0	0	0	0.939	0	0	0	0.939	0.25
AT4G26070	AT2G46070	-	MEK1	MPK12	134674	126407	3702.AT4G26070.2	3702.AT2G46070.1	0	0	0.424	0.665	0	0.904	0	0.832	0.939	0.5
AT4G34840	AT1G23820	-	MTN2	SPDS1	135632	117717	3702.AT4G34840.1	3702.AT1G23820.1	0	0	0	0	0	0	0.9	0.419	0.939	0.75
AT5G06320	AT3G55980	-	NHL3	SZF1	136757	131273	3702.AT5G06320.1	3702.AT3G55980.1	0	0	0	0	0.939	0	0	0	0.939	1
AT3G61190	AT1G27730	-	BAP1	STZ	131808	118057	3702.AT3G61190.1	3702.AT1G27730.1	0	0	0	0	0.935	0	0	0.114	0.939	0.25
AT2G38470	AT1G19020	-	WRKY33	AT1G19020	125595	117217	3702.AT2G38470.1	3702.AT1G19020.1	0	0	0	0	0.938	0	0	0.065	0.939	0.5
AT4G29780	AT4G27280	-	AT4G29780	AT4G27280	135079	134800	3702.AT4G29780.1	3702.AT4G27280.1	0	0	0	0	0.939	0	0	0	0.939	0.75
AT5G59550	AT2G30020	-	RDUF2	AT2G30020	141643	124675	3702.AT5G59550.1	3702.AT2G30020.1	0	0	0	0	0.936	0	0	0.084	0.939	1
AT3G49530	AT2G40140	-	NAC062	CZF1	130574	125775	3702.AT3G49530.1	3702.AT2G40140.1	0	0	0	0	0.939	0	0	0	0.939	0.25
AT5G25930	AT1G19020	-	AT5G25930	AT1G19020	138673	117217	3702.AT5G25930.1	3702.AT1G19020.1	0	0	0	0	0.939	0	0	0	0.939	0.5
AT5G06320	AT3G52400	-	NHL3	SYP122	136757	130890	3702.AT5G06320.1	3702.AT3G52400.1	0	0	0	0	0.939	0	0	0	0.939	0.75
AT5G61600	AT4G24570	-	ERF104	DIC2	141857	134510	3702.AT5G61600.1	3702.AT4G24570.1	0	0	0	0	0.938	0	0	0	0.938	1
AT3G55980	AT3G04640	-	SZF1	AT3G04640	131273	127035	3702.AT3G55980.1	3702.AT3G04640.1	0	0	0	0	0.938	0	0	0	0.938	0.25
AT3G52400	AT3G05710	-	SYP122	SYP43	130890	127162	3702.AT3G52400.1	3702.AT3G05710.2	0	0	0	0	0	0.71	0	0.797	0.938	0.5
AT5G59820	AT1G76600	-	RHL41	AT1G76600	141669	121928	3702.AT5G59820.1	3702.AT1G76600.1	0	0	0	0	0.938	0	0	0	0.938	0.75
AT3G21220	AT1G71860	-	MKK5	PTP1	128831	121444	3702.AT3G21220.1	3702.AT1G71860.1	0	0	0	0	0	0.826	0	0.659	0.938	1
AT5G52270	AT3G54300	-	AT5G52270	VAMP727	140851	131092	3702.AT5G52270.1	3702.AT3G54300.1	0	0	0	0	0.067	0.836	0	0.629	0.938	0.25
AT4G29780	AT1G73540	-	AT4G29780	NUDT21	135079	121617	3702.AT4G29780.1	3702.AT1G73540.1	0	0	0	0	0.938	0	0	0	0.938	0.5
AT2G33120	AT1G11890	-	VAMP722	SEC22	125015	116472	3702.AT2G33120.2	3702.AT1G11890.1	0	0	0	0	0.067	0.836	0	0.629	0.938	0.75
AT1G11890	AT1G04750	-	SEC22	VAMP721	116472	115697	3702.AT1G11890.1	3702.AT1G04750.1	0	0	0	0	0.067	0.836	0	0.629	0.938	1
AT4G11280	AT1G78300	-	ACS6	F3F9.16	133016	122109	3702.AT4G11280.1	3702.AT1G78300.1	0	0	0	0	0	0.928	0	0.175	0.938	0.25
AT3G52400	AT1G19020	-	SYP122	AT1G19020	130890	117217	3702.AT3G52400.1	3702.AT1G19020.1	0	0	0	0	0.938	0	0	0	0.938	0.5
AT3G52400	AT2G23810	-	SYP122	TET8	130890	124027	3702.AT3G52400.1	3702.AT2G23810.1	0	0	0	0	0.935	0	0	0.087	0.938	0.75
AT5G66210	AT3G57530	-	CPK28	CPK32	142355	131430	3702.AT5G66210.1	3702.AT3G57530.1	0	0	0.525	0.901	0.934	0	0	0.269	0.938	1
AT5G19530	AT4G34840	-	ACL5	MTN2	138075	135632	3702.AT5G19530.1	3702.AT4G34840.1	0	0	0	0	0	0	0.9	0.413	0.938	0.25
AT2G38470	AT2G26530	-	WRKY33	AR781	125595	124313	3702.AT2G38470.1	3702.AT2G26530.1	0	0	0	0	0.938	0	0	0	0.938	0.5
AT4G14365	AT2G31880	-	XBAT34	SOBIR1	133363	124878	3702.AT4G14365.1	3702.AT2G31880.1	0	0	0	0	0.938	0	0	0	0.938	0.75
AT5G59550	AT3G04640	-	RDUF2	AT3G04640	141643	127035	3702.AT5G59550.1	3702.AT3G04640.1	0	0	0	0	0.938	0	0	0	0.938	1
AT5G52270	AT1G04750	-	AT5G52270	VAMP721	140851	115697	3702.AT5G52270.1	3702.AT1G04750.1	0	0	0	0	0.067	0.836	0	0.629	0.938	0.25
AT4G24570	AT3G04640	-	DIC2	AT3G04640	134510	127035	3702.AT4G24570.1	3702.AT3G04640.1	0	0	0	0	0.938	0	0	0	0.938	0.5
AT5G52270	AT2G33120	-	AT5G52270	VAMP722	140851	125015	3702.AT5G52270.1	3702.AT2G33120.2	0	0	0	0	0.067	0.836	0	0.629	0.938	0.75
AT3G55270	AT1G10210	-	MKP1	MPK1	131195	116288	3702.AT3G55270.1	3702.AT1G10210.1	0	0	0	0	0	0.565	0	0.861	0.937	1
AT4G29780	AT4G11280	-	AT4G29780	ACS6	135079	133016	3702.AT4G29780.1	3702.AT4G11280.1	0	0	0	0	0.937	0	0	0	0.937	0.25
AT4G18880	AT2G38470	-	HSFA4A	WRKY33	133896	125595	3702.AT4G18880.1	3702.AT2G38470.1	0	0	0	0	0.93	0	0	0.146	0.937	0.5
AT5G25930	AT4G28400	-	AT5G25930	AT4G28400	138673	134927	3702.AT5G25930.1	3702.AT4G28400.1	0.643	0	0	0	0.548	0.207	0	0.566	0.937	0.75
AT4G18880	AT3G45640	-	HSFA4A	MPK3	133896	130168	3702.AT4G18880.1	3702.AT3G45640.1	0	0	0	0	0.762	0.102	0	0.732	0.937	1
AT5G47230	AT1G27730	-	ERF5	STZ	140307	118057	3702.AT5G47230.1	3702.AT1G27730.1	0	0	0	0	0.904	0	0	0.38	0.937	0.25
AT4G01370	AT3G55270	-	MPK4	MKP1	132226	131195	3702.AT4G01370.1	3702.AT3G55270.1	0	0	0	0	0	0.565	0	0.861	0.937	0.5
AT5G27420	AT2G40140	-	CNI1	CZF1	138811	125775	3702.AT5G27420.1	3702.AT2G40140.1	0	0	0	0	0.937	0	0	0	0.937	0.75
AT3G55980	AT2G23810	-	SZF1	TET8	131273	124027	3702.AT3G55980.1	3702.AT2G23810.1	0	0	0	0	0.937	0	0	0	0.937	1
AT2G40140	AT2G23810	-	CZF1	TET8	125775	124027	3702.AT2G40140.1	3702.AT2G23810.1	0	0	0	0	0.937	0	0	0	0.937	0.25
AT4G33050	AT2G31880	-	EDA39	SOBIR1	135437	124878	3702.AT4G33050.2	3702.AT2G31880.1	0	0	0	0	0.937	0	0	0	0.937	0.5
AT3G52400	AT2G38470	-	SYP122	WRKY33	130890	125595	3702.AT3G52400.1	3702.AT2G38470.1	0	0	0	0	0.936	0	0	0.056	0.937	0.75
AT4G29780	AT3G04640	-	AT4G29780	AT3G04640	135079	127035	3702.AT4G29780.1	3702.AT3G04640.1	0	0	0	0	0.937	0	0	0	0.937	1
AT5G22250	AT3G44260	-	CAF1b	CAF1a	138284	130024	3702.AT5G22250.1	3702.AT3G44260.1	0	0	0	0.982	0.936	0	0	0.97	0.937	0.25
AT4G24570	AT4G11280	-	DIC2	ACS6	134510	133016	3702.AT4G24570.1	3702.AT4G11280.1	0	0	0	0	0.937	0	0	0	0.937	0.5
AT5G59550	AT2G40140	-	RDUF2	CZF1	141643	125775	3702.AT5G59550.1	3702.AT2G40140.1	0	0	0	0	0.937	0	0	0	0.937	0.75
AT2G46070	AT1G73500	-	MPK12	MKK9	126407	121614	3702.AT2G46070.1	3702.AT1G73500.1	0	0	0.49	0.726	0	0.904	0	0.933	0.937	1
AT4G27280	AT3G44260	-	AT4G27280	CAF1a	134800	130024	3702.AT4G27280.1	3702.AT3G44260.1	0	0	0	0	0.937	0	0	0	0.937	0.25
AT5G59550	AT3G55980	-	RDUF2	SZF1	141643	131273	3702.AT5G59550.1	3702.AT3G55980.1	0	0	0	0	0.937	0	0	0	0.937	0.5
AT5G42380	AT3G61190	-	CML37	BAP1	139758	131808	3702.AT5G42380.1	3702.AT3G61190.1	0	0	0	0	0.884	0	0	0.479	0.936	0.75
AT4G29780	AT3G61190	-	AT4G29780	BAP1	135079	131808	3702.AT4G29780.1	3702.AT3G61190.1	0	0	0	0	0.936	0	0	0	0.936	1
AT4G11280	AT2G38470	-	ACS6	WRKY33	133016	125595	3702.AT4G11280.1	3702.AT2G38470.1	0	0	0	0	0.91	0	0	0.319	0.936	0.25
AT4G24570	AT3G56880	-	DIC2	AT3G56880	134510	131362	3702.AT4G24570.1	3702.AT3G56880.1	0	0	0	0	0.936	0	0	0	0.936	0.5
AT5G57160	AT1G19020	-	ATLIG4	AT1G19020	141386	117217	3702.AT5G57160.1	3702.AT1G19020.1	0.642	0	0	0	0	0	0.63	0.556	0.936	0.75
AT5G59550	AT1G23710	-	RDUF2	AT1G23710	141643	117705	3702.AT5G59550.1	3702.AT1G23710.1	0	0	0	0	0.935	0	0	0	0.935	1
AT3G55980	AT1G32920	-	SZF1	AT1G32920	131273	118562	3702.AT3G55980.1	3702.AT1G32920.1	0	0	0	0	0.935	0	0	0	0.935	0.25
AT1G80840	AT1G32920	-	WRKY40	AT1G32920	122366	118562	3702.AT1G80840.1	3702.AT1G32920.1	0	0	0	0	0.935	0	0	0	0.935	0.5
AT3G55980	AT3G44260	-	SZF1	CAF1a	131273	130024	3702.AT3G55980.1	3702.AT3G44260.1	0	0	0	0	0.929	0	0	0.126	0.935	0.75
AT5G16830	AT3G52400	-	SYP21	SYP122	137781	130890	3702.AT5G16830.1	3702.AT3G52400.1	0	0	0	0	0.284	0.654	0	0.761	0.935	1
AT4G24570	AT1G73540	-	DIC2	NUDT21	134510	121617	3702.AT4G24570.1	3702.AT1G73540.1	0	0	0	0	0.935	0	0	0	0.935	0.25
AT5G06320	AT2G38470	-	NHL3	WRKY33	136757	125595	3702.AT5G06320.1	3702.AT2G38470.1	0	0	0	0	0.934	0	0	0.062	0.935	0.5
AT4G12720	AT3G11820	-	NUDT7	SYP121	133166	127780	3702.AT4G12720.4	3702.AT3G11820.1	0	0	0	0	0.934	0	0	0.063	0.935	0.75
AT2G31880	AT1G07000	-	SOBIR1	EXO70B2	124878	115936	3702.AT2G31880.1	3702.AT1G07000.1	0	0	0	0	0.91	0	0	0.298	0.934	1
AT3G04640	AT2G23810	-	AT3G04640	TET8	127035	124027	3702.AT3G04640.1	3702.AT2G23810.1	0	0	0	0	0.934	0	0	0	0.934	0.25
AT2G26530	AT1G80840	-	AR781	WRKY40	124313	122366	3702.AT2G26530.1	3702.AT1G80840.1	0	0	0	0	0.934	0	0	0	0.934	0.5
AT5G06320	AT4G34150	-	NHL3	AT4G34150	136757	135557	3702.AT5G06320.1	3702.AT4G34150.1	0	0	0	0	0.934	0	0	0	0.934	0.75
AT5G27420	AT3G52400	-	CNI1	SYP122	138811	130890	3702.AT5G27420.1	3702.AT3G52400.1	0	0	0	0	0.933	0	0	0.064	0.934	1
AT5G59550	AT4G24570	-	RDUF2	DIC2	141643	134510	3702.AT5G59550.1	3702.AT4G24570.1	0	0	0	0	0.934	0	0	0	0.934	0.25
AT5G61600	AT3G55980	-	ERF104	SZF1	141857	131273	3702.AT5G61600.1	3702.AT3G55980.1	0	0	0	0	0.934	0	0	0	0.934	0.5
AT1G80840	AT1G76600	-	WRKY40	AT1G76600	122366	121928	3702.AT1G80840.1	3702.AT1G76600.1	0	0	0	0	0.934	0	0	0	0.934	0.75
AT3G55980	AT3G49530	-	SZF1	NAC062	131273	130574	3702.AT3G55980.1	3702.AT3G49530.1	0	0	0	0	0.934	0	0	0	0.934	1
AT5G42050	AT5G06320	-	AT5G42050	NHL3	139718	136757	3702.AT5G42050.1	3702.AT5G06320.1	0	0	0	0	0.934	0	0	0	0.934	0.25
AT5G01310	AT1G19020	-	APTX	AT1G19020	136226	117217	3702.AT5G01310.1	3702.AT1G19020.1	0	0	0	0	0	0	0.932	0.075	0.934	0.5
AT5G13190	AT4G34150	-	GILP	AT4G34150	137405	135557	3702.AT5G13190.1	3702.AT4G34150.1	0	0	0	0	0.934	0	0	0	0.934	0.75
AT5G22250	AT3G61190	-	CAF1b	BAP1	138284	131808	3702.AT5G22250.1	3702.AT3G61190.1	0	0	0	0	0.934	0	0	0	0.934	1
AT4G17490	AT2G38470	-	ERF6	WRKY33	133735	125595	3702.AT4G17490.1	3702.AT2G38470.1	0	0	0	0	0.89	0	0	0.421	0.933	0.25
AT4G14365	AT2G18690	-	XBAT34	AT2G18690	133363	123487	3702.AT4G14365.1	3702.AT2G18690.1	0	0	0	0	0.933	0	0	0	0.933	0.5
AT4G29780	AT3G49530	-	AT4G29780	NAC062	135079	130574	3702.AT4G29780.1	3702.AT3G49530.1	0	0	0	0	0.933	0	0	0	0.933	0.75
AT3G55980	AT3G46620	-	SZF1	RDUF1	131273	130271	3702.AT3G55980.1	3702.AT3G46620.1	0	0	0	0	0.933	0	0	0	0.933	1
AT3G61190	AT3G46620	-	BAP1	RDUF1	131808	130271	3702.AT3G61190.1	3702.AT3G46620.1	0	0	0	0	0.933	0	0	0	0.933	0.25
AT3G46620	AT2G40140	-	RDUF1	CZF1	130271	125775	3702.AT3G46620.1	3702.AT2G40140.1	0	0	0	0	0.933	0	0	0	0.933	0.5
AT5G59820	AT5G05410	-	RHL41	DREB2A	141669	136660	3702.AT5G59820.1	3702.AT5G05410.1	0	0	0	0	0.828	0	0	0.63	0.933	0.75
AT1G76600	AT1G27730	-	AT1G76600	STZ	121928	118057	3702.AT1G76600.1	3702.AT1G27730.1	0	0	0	0	0.933	0	0	0	0.933	1
AT1G76600	AT1G23710	-	AT1G76600	AT1G23710	121928	117705	3702.AT1G76600.1	3702.AT1G23710.1	0	0	0	0	0.933	0	0	0	0.933	0.25
AT5G59550	AT1G80840	-	RDUF2	WRKY40	141643	122366	3702.AT5G59550.1	3702.AT1G80840.1	0	0	0	0	0.933	0	0	0	0.933	0.5
AT4G14365	AT4G12720	-	XBAT34	NUDT7	133363	133166	3702.AT4G14365.1	3702.AT4G12720.4	0	0	0	0	0.933	0	0	0	0.933	0.75
AT4G29780	AT4G24380	-	AT4G29780	AT4G24380	135079	134491	3702.AT4G29780.1	3702.AT4G24380.1	0	0	0	0	0.933	0	0	0	0.933	1
AT3G55980	AT2G40000	-	SZF1	HSPRO2	131273	125756	3702.AT3G55980.1	3702.AT2G40000.1	0	0	0	0	0.933	0	0	0	0.933	0.25
AT5G06320	AT3G04640	-	NHL3	AT3G04640	136757	127035	3702.AT5G06320.1	3702.AT3G04640.1	0	0	0	0	0.932	0	0	0	0.932	0.5
AT4G24570	AT2G30020	-	DIC2	AT2G30020	134510	124675	3702.AT4G24570.1	3702.AT2G30020.1	0	0	0	0	0.932	0	0	0	0.932	0.75
AT5G22250	AT4G24570	-	CAF1b	DIC2	138284	134510	3702.AT5G22250.1	3702.AT4G24570.1	0	0	0	0	0.932	0	0	0	0.932	1
AT5G59820	AT2G40140	-	RHL41	CZF1	141669	125775	3702.AT5G59820.1	3702.AT2G40140.1	0	0	0	0	0.928	0	0	0.098	0.932	0.25
AT4G27280	AT1G76650	-	AT4G27280	CML38	134800	121933	3702.AT4G27280.1	3702.AT1G76650.1	0	0	0	0	0.787	0.21	0	0.631	0.932	0.5
AT3G04640	AT1G80840	-	AT3G04640	WRKY40	127035	122366	3702.AT3G04640.1	3702.AT1G80840.1	0	0	0	0	0.932	0	0	0	0.932	0.75
AT5G42380	AT4G27280	-	CML37	AT4G27280	139758	134800	3702.AT5G42380.1	3702.AT4G27280.1	0	0	0	0	0.674	0.21	0	0.76	0.932	1
AT2G38470	AT2G23810	-	WRKY33	TET8	125595	124027	3702.AT2G38470.1	3702.AT2G23810.1	0	0	0	0	0.932	0	0	0	0.932	0.25
AT5G42380	AT3G02840	-	CML37	AT3G02840	139758	126839	3702.AT5G42380.1	3702.AT3G02840.1	0	0	0	0	0.932	0	0	0	0.932	0.5
AT5G06320	AT3G49530	-	NHL3	NAC062	136757	130574	3702.AT5G06320.1	3702.AT3G49530.1	0	0	0	0	0.909	0	0	0.29	0.932	0.75
AT5G10695	AT3G04640	-	AT5G10695	AT3G04640	137183	127035	3702.AT5G10695.1	3702.AT3G04640.1	0	0	0	0	0.932	0	0	0	0.932	1
AT5G58060	AT1G04750	-	YKT61	VAMP721	141487	115697	3702.AT5G58060.2	3702.AT1G04750.1	0	0	0	0	0	0.824	0	0.627	0.931	0.25
AT3G52400	AT1G11890	-	SYP122	SEC22	130890	116472	3702.AT3G52400.1	3702.AT1G11890.1	0	0	0	0	0	0.841	0	0.589	0.931	0.5
AT5G59550	AT1G27730	-	RDUF2	STZ	141643	118057	3702.AT5G59550.1	3702.AT1G27730.1	0	0	0	0	0.931	0	0	0	0.931	0.75
AT4G17490	AT3G55980	-	ERF6	SZF1	133735	131273	3702.AT4G17490.1	3702.AT3G55980.1	0	0	0	0	0.931	0	0	0	0.931	1
AT5G22250	AT1G28370	-	CAF1b	ERF11	138284	118126	3702.AT5G22250.1	3702.AT1G28370.1	0	0	0	0	0.931	0	0	0	0.931	0.25
AT5G58060	AT2G33120	-	YKT61	VAMP722	141487	125015	3702.AT5G58060.2	3702.AT2G33120.2	0	0	0	0	0	0.824	0	0.627	0.931	0.5
AT3G16720	AT2G40140	-	ATL2	CZF1	128340	125775	3702.AT3G16720.1	3702.AT2G40140.1	0	0	0	0	0.931	0	0	0	0.931	0.75
AT5G58180	AT2G33120	-	ATYKT62	VAMP722	141499	125015	3702.AT5G58180.1	3702.AT2G33120.2	0	0	0	0	0	0.824	0	0.627	0.931	1
AT5G61600	AT3G44260	-	ERF104	CAF1a	141857	130024	3702.AT5G61600.1	3702.AT3G44260.1	0	0	0	0	0.931	0	0	0	0.931	0.25
AT4G29780	AT1G23710	-	AT4G29780	AT1G23710	135079	117705	3702.AT4G29780.1	3702.AT1G23710.1	0	0	0	0	0.931	0	0	0	0.931	0.5
AT5G58180	AT3G54300	-	ATYKT62	VAMP727	141499	131092	3702.AT5G58180.1	3702.AT3G54300.1	0	0	0	0	0	0.824	0	0.627	0.931	0.75
AT5G51190	AT4G29780	-	AT5G51190	AT4G29780	140739	135079	3702.AT5G51190.1	3702.AT4G29780.1	0	0	0	0	0.931	0	0	0	0.931	1
AT5G58180	AT1G04750	-	ATYKT62	VAMP721	141499	115697	3702.AT5G58180.1	3702.AT1G04750.1	0	0	0	0	0	0.824	0	0.627	0.931	0.25
AT4G34150	AT1G09070	-	AT4G34150	SRC2	135557	116160	3702.AT4G34150.1	3702.AT1G09070.1	0	0	0	0.686	0.931	0	0	0	0.931	0.5
AT4G34150	AT3G55980	-	AT4G34150	SZF1	135557	131273	3702.AT4G34150.1	3702.AT3G55980.1	0	0	0	0	0.931	0	0	0	0.931	0.75
AT4G29780	AT2G39650	-	AT4G29780	AT2G39650	135079	125714	3702.AT4G29780.1	3702.AT2G39650.1	0	0	0	0	0.931	0	0	0	0.931	1
AT4G29780	AT2G40140	-	AT4G29780	CZF1	135079	125775	3702.AT4G29780.1	3702.AT2G40140.1	0	0	0	0	0.931	0	0	0	0.931	0.25
AT3G11820	AT1G11890	-	SYP121	SEC22	127780	116472	3702.AT3G11820.1	3702.AT1G11890.1	0	0	0	0	0	0.841	0	0.589	0.931	0.5
AT5G52270	AT3G11820	-	AT5G52270	SYP121	140851	127780	3702.AT5G52270.1	3702.AT3G11820.1	0	0	0	0	0	0.841	0	0.589	0.931	0.75
AT5G52270	AT3G52400	-	AT5G52270	SYP122	140851	130890	3702.AT5G52270.1	3702.AT3G52400.1	0	0	0	0	0	0.841	0	0.589	0.931	1
AT5G53120	AT5G19530	-	SPDS3	ACL5	140944	138075	3702.AT5G53120.6	3702.AT5G19530.1	0	0	0.527	0.721	0	0	0.9	0.754	0.931	0.25
AT3G11820	AT1G02010	-	SYP121	SEC1A	127780	115409	3702.AT3G11820.1	3702.AT1G02010.1	0	0	0	0	0	0.816	0	0.638	0.93	0.5
AT5G19530	AT1G70310	-	ACL5	SPDS2	138075	121293	3702.AT5G19530.1	3702.AT1G70310.1	0	0	0.527	0.767	0	0	0.9	0.925	0.93	0.75
AT5G52760	AT2G46400	-	AT5G52760	WRKY46	140903	126441	3702.AT5G52760.1	3702.AT2G46400.1	0	0	0	0	0.93	0	0	0	0.93	1
AT5G59820	AT4G29780	-	RHL41	AT4G29780	141669	135079	3702.AT5G59820.1	3702.AT4G29780.1	0	0	0	0	0.93	0	0	0	0.93	0.25
AT4G17500	AT1G27730	-	ERF-1	STZ	133736	118057	3702.AT4G17500.1	3702.AT1G27730.1	0	0	0	0	0.91	0	0	0.264	0.93	0.5
AT3G55980	AT1G23710	-	SZF1	AT1G23710	131273	117705	3702.AT3G55980.1	3702.AT1G23710.1	0	0	0	0	0.93	0	0	0	0.93	0.75
AT3G52400	AT1G02010	-	SYP122	SEC1A	130890	115409	3702.AT3G52400.1	3702.AT1G02010.1	0	0	0	0	0	0.816	0	0.638	0.93	1
AT4G11280	AT1G02500	-	ACS6	SAM1	133016	115464	3702.AT4G11280.1	3702.AT1G02500.1	0.07	0	0	0	0	0	0.9	0.314	0.93	0.25
AT2G30020	AT1G73540	-	AT2G30020	NUDT21	124675	121617	3702.AT2G30020.1	3702.AT1G73540.1	0	0	0	0	0.93	0	0	0	0.93	0.5
AT4G11330	AT1G71860	-	MPK5	PTP1	133021	121444	3702.AT4G11330.1	3702.AT1G71860.1	0	0	0	0	0	0.824	0	0.618	0.929	0.75
AT3G57530	AT3G49530	-	CPK32	NAC062	131430	130574	3702.AT3G57530.1	3702.AT3G49530.1	0	0	0	0	0.928	0	0	0.065	0.929	1
AT1G71860	AT1G01560	-	PTP1	MPK11	121444	115365	3702.AT1G71860.1	3702.AT1G01560.2	0	0	0	0	0	0.824	0	0.618	0.929	0.25
AT3G57530	AT3G55980	-	CPK32	SZF1	131430	131273	3702.AT3G57530.1	3702.AT3G55980.1	0	0	0	0	0.929	0	0	0	0.929	0.5
AT3G59790	AT1G71860	-	MPK10	PTP1	131658	121444	3702.AT3G59790.1	3702.AT1G71860.1	0	0	0	0	0	0.824	0	0.618	0.929	0.75
AT1G71860	AT1G07880	-	PTP1	ATMPK13	121444	116033	3702.AT1G71860.1	3702.AT1G07880.2	0	0	0	0	0	0.824	0	0.618	0.929	1
AT3G10930	AT1G27730	-	AT3G10930	STZ	127684	118057	3702.AT3G10930.1	3702.AT1G27730.1	0	0	0	0	0.925	0	0	0.096	0.929	0.25
AT4G36450	AT1G71860	-	MPK14	PTP1	135802	121444	3702.AT4G36450.1	3702.AT1G71860.1	0	0	0	0	0	0.824	0	0.618	0.929	0.5
AT2G18170	AT1G71860	-	MPK7	PTP1	123434	121444	3702.AT2G18170.1	3702.AT1G71860.1	0	0	0	0	0	0.824	0	0.618	0.929	0.75
AT5G06320	AT1G09070	-	NHL3	SRC2	136757	116160	3702.AT5G06320.1	3702.AT1G09070.1	0	0	0	0	0.929	0	0	0	0.929	1
AT3G55980	AT1G76600	-	SZF1	AT1G76600	131273	121928	3702.AT3G55980.1	3702.AT1G76600.1	0	0	0	0	0.928	0	0	0	0.928	0.25
AT3G45640	AT2G30020	-	MPK3	AT2G30020	130168	124675	3702.AT3G45640.1	3702.AT2G30020.1	0	0	0	0	0.408	0.305	0	0.84	0.928	0.5
AT3G52400	AT3G04640	-	SYP122	AT3G04640	130890	127035	3702.AT3G52400.1	3702.AT3G04640.1	0	0	0	0	0.928	0	0	0	0.928	0.75
AT3G04640	AT1G76600	-	AT3G04640	AT1G76600	127035	121928	3702.AT3G04640.1	3702.AT1G76600.1	0	0	0	0	0.928	0	0	0	0.928	1
AT4G11280	AT1G05010	-	ACS6	EFE	133016	115726	3702.AT4G11280.1	3702.AT1G05010.1	0	0	0	0	0	0	0.9	0.316	0.928	0.25
AT5G24110	AT4G23810	-	WRKY30	WRKY53	138484	134426	3702.AT5G24110.1	3702.AT4G23810.1	0	0	0	0.786	0.643	0.79	0	0.426	0.928	0.5
AT5G56580	AT1G71860	-	MKK6	PTP1	141324	121444	3702.AT5G56580.1	3702.AT1G71860.1	0	0	0	0	0	0.826	0	0.608	0.928	0.75
AT4G11280	AT4G01850	-	ACS6	SAM-2	133016	132278	3702.AT4G11280.1	3702.AT4G01850.1	0.07	0	0	0	0	0	0.9	0.286	0.927	1
AT5G19530	AT1G23820	-	ACL5	SPDS1	138075	117717	3702.AT5G19530.1	3702.AT1G23820.1	0	0	0.527	0.792	0	0	0.9	0.921	0.927	0.25
AT4G17490	AT1G27730	-	ERF6	STZ	133735	118057	3702.AT4G17490.1	3702.AT1G27730.1	0	0	0	0	0.898	0	0	0.314	0.927	0.5
AT1G59580	AT1G10210	-	MPK2	MPK1	120159	116288	3702.AT1G59580.1	3702.AT1G10210.1	0	0	0.527	0.988	0.284	0	0.9	0.81	0.926	0.75
AT1G76650	AT1G27730	-	CML38	STZ	121933	118057	3702.AT1G76650.1	3702.AT1G27730.1	0	0	0	0	0.905	0.105	0	0.21	0.926	1
AT3G11820	AT1G13890	-	SYP121	SNAP30	127780	116686	3702.AT3G11820.1	3702.AT1G13890.1	0	0	0	0	0	0.811	0	0.625	0.926	0.25
AT3G45640	AT2G47060	-	MPK3	PTI1-4	130168	126518	3702.AT3G45640.1	3702.AT2G47060.4	0	0	0	0.629	0.514	0.823	0	0.507	0.926	0.5
AT5G07880	AT3G52400	-	SNAP29	SYP122	136918	130890	3702.AT5G07880.1	3702.AT3G52400.1	0	0	0	0	0	0.811	0	0.625	0.926	0.75
AT5G07880	AT3G11820	-	SNAP29	SYP121	136918	127780	3702.AT5G07880.1	3702.AT3G11820.1	0	0	0	0	0	0.811	0	0.625	0.926	1
