athID	stuNo	stuIDs	nodeID	pantrID
AT3G16200	1	VdnDe2_73930	AT3G16200	VdnDe2_73930
AT3G16230	2	TDe_comp112578_c0_seq28|CLCdnPW36_42357	AT3G16230	TDe_comp112578_c0_seq28
AT3G16230	2	TDe_comp112578_c0_seq28|CLCdnPW36_42357	AT3G16230	CLCdnPW36_42357
AT3G16240	2	CLCdnDe13_118546|CLCdnDe7_132187	AT3G16240	CLCdnDe7_132187
AT3G16240	2	CLCdnDe13_118546|CLCdnDe7_132187	AT3G16240	CLCdnDe13_118546
AT3G16250	2	CLCdnRY12_2990|VdnPW3_22868	AT3G16250	VdnPW3_22868
AT3G16250	2	CLCdnRY12_2990|VdnPW3_22868	AT3G16250	CLCdnRY12_2990
AT3G16260	2	CLCdnPW34_4629|Sotub12g022160.1.1	AT3G16260	Sotub12g022160
AT3G16260	2	CLCdnPW34_4629|Sotub12g022160.1.1	AT3G16260	CLCdnPW34_4629
AT3G16270	1	VdnDe4_24971	AT3G16270	VdnDe4_24971
AT3G16290	2	CLCdnDe10_3480|Sotub12g022190.1.1	AT3G16290	Sotub12g022190
AT3G16290	2	CLCdnDe10_3480|Sotub12g022190.1.1	AT3G16290	CLCdnDe10_3480
AT3G16300	1	CLCdnDe10_80049	AT3G16300	CLCdnDe10_80049
AT3G16310	1	CLCdnDe11_43915	AT3G16310	CLCdnDe11_43915
AT3G16350	1	VdnDe3_25304	AT3G16350	VdnDe3_25304
AT3G16360	2	Sotub03g035960.1.1|CLCdnDe12_11613	AT3G16360	Sotub03g035960
AT3G16360	2	Sotub03g035960.1.1|CLCdnDe12_11613	AT3G16360	CLCdnDe12_11613
AT3G16370	2	CLCdnPW42_322|Sotub03g035800.1.1	AT3G16370	Sotub03g035800
AT3G16370	2	CLCdnPW42_322|Sotub03g035800.1.1	AT3G16370	CLCdnPW42_322
AT3G16490	2	CLCdnDe11_11145|CLCdnDe10_44141	AT3G16490	CLCdnDe11_11145
AT3G16490	2	CLCdnDe11_11145|CLCdnDe10_44141	AT3G16490	CLCdnDe10_44141
AT3G16500	2	TPW_comp71910_c0_seq1|Sotub03g035900.1.1	AT3G16500	TPW_comp71910_c0_seq1
AT3G16500	2	TPW_comp71910_c0_seq1|Sotub03g035900.1.1	AT3G16500	Sotub03g035900
AT3G16510	1	SdnRY1_20056	AT3G16510	SdnRY1_20056
AT3G16560	2	Sotub12g031550.1.1|SdnRY1_11202	AT3G16560	Sotub12g031550
AT3G16560	2	Sotub12g031550.1.1|SdnRY1_11202	AT3G16560	SdnRY1_11202
AT3G16610	1	Sotub10g008350.1.1	AT3G16610	Sotub10g008350
AT3G16630	2	CLCdnDe5_32646|CLCdnDe7_23559	AT3G16630	CLCdnDe7_23559
AT3G16630	2	CLCdnDe5_32646|CLCdnDe7_23559	AT3G16630	CLCdnDe5_32646
AT3G16640	2	CLCdnDe3_1014|VdnRY1_986	AT3G16640	VdnRY1_986
AT3G16640	2	CLCdnDe3_1014|VdnRY1_986	AT3G16640	CLCdnDe3_1014
AT3G16660	1	CLCdnDe14_11510	AT3G16660	CLCdnDe14_11510
AT3G16720	2	CLCdnRY10_7925|CLCdnRY1_27204	AT3G16720	CLCdnRY1_27204
AT3G16720	2	CLCdnRY10_7925|CLCdnRY1_27204	AT3G16720	CLCdnRY10_7925
AT3G16730	1	CLCdnRY5_37727	AT3G16730	CLCdnRY5_37727
AT3G16760	1	CLCdnRY2_15328	AT3G16760	CLCdnRY2_15328
AT3G16770	2	PBdnRY1_363|VdnDe2_74622	AT3G16770	VdnDe2_74622
AT3G16770	2	PBdnRY1_363|VdnDe2_74622	AT3G16770	PBdnRY1_363
AT3G16780	2	Sotub06g007630.1.1|VdnPW3_7186	AT3G16780	VdnPW3_7186
AT3G16780	2	Sotub06g007630.1.1|VdnPW3_7186	AT3G16780	Sotub06g007630
AT3G16785	2	CLCdnDe12_16598|CLCdnDe10_15380	AT3G16785	CLCdnDe12_16598
AT3G16785	2	CLCdnDe12_16598|CLCdnDe10_15380	AT3G16785	CLCdnDe10_15380
AT3G16810	1	VdnDe3_68082	AT3G16810	VdnDe3_68082
AT3G16840	1	VdnDe2_72598	AT3G16840	VdnDe2_72598
AT3G16850	2	VdnDe2_11404|VdnDe3_65729	AT3G16850	VdnDe3_65729
AT3G16850	2	VdnDe2_11404|VdnDe3_65729	AT3G16850	VdnDe2_11404
AT3G16857	2	VdnDe4_49534|CLCdnDe11_11665	AT3G16857	VdnDe4_49534
AT3G16857	2	VdnDe4_49534|CLCdnDe11_11665	AT3G16857	CLCdnDe11_11665
AT3G16870	1	CLCdnRY6_58099	AT3G16870	CLCdnRY6_58099
AT3G16890	1	CLCdnDe11_18522	AT3G16890	CLCdnDe11_18522
AT3G16910	2	PBdnRY1_424|VdnPW1_82520	AT3G16910	VdnPW1_82520
AT3G16910	2	PBdnRY1_424|VdnPW1_82520	AT3G16910	PBdnRY1_424
AT3G16920	1	CLCdnDe12_14372	AT3G16920	CLCdnDe12_14372
AT3G16950	2	VdnPW2_85740|TDe_comp109940_c0_seq1	AT3G16950	VdnPW2_85740
AT3G16950	2	VdnPW2_85740|TDe_comp109940_c0_seq1	AT3G16950	TDe_comp109940_c0_seq1
AT3G16990	2	CLCdnRY8_31146|Sotub11g010320.1.1	AT3G16990	Sotub11g010320
AT3G16990	2	CLCdnRY8_31146|Sotub11g010320.1.1	AT3G16990	CLCdnRY8_31146
AT3G17000	2	CLCdnDe7_15269|CLCdnPW10_92744	AT3G17000	CLCdnPW10_92744
AT3G17000	2	CLCdnDe7_15269|CLCdnPW10_92744	AT3G17000	CLCdnDe7_15269
AT3G17020	1	VdnPW1_34064	AT3G17020	VdnPW1_34064
AT3G17030	1	CLCdnDe10_54334	AT3G17030	CLCdnDe10_54334
AT3G17040	1	CLCdnRY1_17859	AT3G17040	CLCdnRY1_17859
AT3G17060	1	Sotub12g031190.1.1	AT3G17060	Sotub12g031190
AT3G17070	1	PGSC0003DMP400041535	AT3G17070	PGSC0003DMC400041535
AT3G17080	2	Sotub05g020410.1.1|Sotub05g026190.1.1	AT3G17080	Sotub05g026190
AT3G17080	2	Sotub05g020410.1.1|Sotub05g026190.1.1	AT3G17080	Sotub05g020410
AT3G17090	1	CLCdnDe1_16973	AT3G17090	CLCdnDe1_16973
AT3G17100	2	CLCdnDe10_7948|VdnDe7_15161	AT3G17100	VdnDe7_15161
AT3G17100	2	CLCdnDe10_7948|VdnDe7_15161	AT3G17100	CLCdnDe10_7948
AT3G17120	2	CLCdnRY10_17285|VdnDe1_56564	AT3G17120	VdnDe1_56564
AT3G17120	2	CLCdnRY10_17285|VdnDe1_56564	AT3G17120	CLCdnRY10_17285
AT3G17170	1	VdnDe1_165675	AT3G17170	VdnDe1_165675
AT3G17180	1	CLCdnPW2_5667	AT3G17180	CLCdnPW2_5667
AT3G17205	1	CLCdnDe10_10020	AT3G17205	CLCdnDe10_10020
AT3G17210	1	CLCdnDe13_3089	AT3G17210	CLCdnDe13_3089
AT3G17220	2	Sotub03g026040.1.1|Sotub09g021440.1.1	AT3G17220	Sotub09g021440
AT3G17220	2	Sotub03g026040.1.1|Sotub09g021440.1.1	AT3G17220	Sotub03g026040
AT3G17270	2	CLCdnDe5_112961|Sotub05g012850.1.1	AT3G17270	Sotub05g012850
AT3G17270	2	CLCdnDe5_112961|Sotub05g012850.1.1	AT3G17270	CLCdnDe5_112961
AT3G17300	2	Sotub04g023310.1.1|CLCdnDe7_119570	AT3G17300	Sotub04g023310
AT3G17300	2	Sotub04g023310.1.1|CLCdnDe7_119570	AT3G17300	CLCdnDe7_119570
AT3G17310	1	CLCdnDe5_30138	AT3G17310	CLCdnDe5_30138
AT3G17340	1	CLCdnDe13_26339	AT3G17340	CLCdnDe13_26339
AT3G17350	2	SdnRY1_27374|CLCdnDe5_101800	AT3G17350	SdnRY1_27374
AT3G17350	2	SdnRY1_27374|CLCdnDe5_101800	AT3G17350	CLCdnDe5_101800
AT3G17360	1	CLCdnDe2_1474	AT3G17360	CLCdnDe2_1474
AT3G17380	2	CLCdnDe10_119010|PGSC0003DMP400001340	AT3G17380	PGSC0003DMC400001340
AT3G17380	2	CLCdnDe10_119010|PGSC0003DMP400001340	AT3G17380	CLCdnDe10_119010
AT3G17410	1	SdnPW1_12254	AT3G17410	SdnPW1_12254
AT3G17430	2	VdnPW1_43486|VdnDe1_166515	AT3G17430	VdnPW1_43486
AT3G17430	2	VdnPW1_43486|VdnDe1_166515	AT3G17430	VdnDe1_166515
AT3G17440	1	CLCdnDe14_921	AT3G17440	CLCdnDe14_921
AT3G17465	2	TPW_comp72984_c0_seq1|VdnDe2_59008	AT3G17465	VdnDe2_59008
AT3G17465	2	TPW_comp72984_c0_seq1|VdnDe2_59008	AT3G17465	TPW_comp72984_c0_seq1
AT3G17470	1	VdnDe5_20021	AT3G17470	VdnDe5_20021
AT3G17510	2	CLCdnDe9_17682|VdnDe6_24279	AT3G17510	VdnDe6_24279
AT3G17510	2	CLCdnDe9_17682|VdnDe6_24279	AT3G17510	CLCdnDe9_17682
AT3G17530	1	Sotub06g018700.1.1	AT3G17530	Sotub06g018700
AT3G17580	1	TDe_comp101811_c0_seq4	AT3G17580	TDe_comp101811_c0_seq4
AT3G17590	2	CLCdnDe13_9029|PGSC0003DMP400048312	AT3G17590	PGSC0003DMC400048312
AT3G17590	2	CLCdnDe13_9029|PGSC0003DMP400048312	AT3G17590	CLCdnDe13_9029
AT3G17611	2	CLCdnPW48_14827|CLCdnDe7_89360	AT3G17611	CLCdnPW48_14827
AT3G17611	2	CLCdnPW48_14827|CLCdnDe7_89360	AT3G17611	CLCdnDe7_89360
AT3G17640	1	CLCdnDe10_60645	AT3G17640	CLCdnDe10_60645
AT3G17660	1	Sotub03g016180.1.1	AT3G17660	Sotub03g016180
AT3G17668	1	SdnRY1_31348	AT3G17668	SdnRY1_31348
AT3G17670	1	Sotub03g016230.1.1	AT3G17670	Sotub03g016230
AT3G17675	1	CLCdnRY12_79969	AT3G17675	CLCdnRY12_79969
AT3G17680	1	CLCdnRY1_45841	AT3G17680	CLCdnRY1_45841
AT3G17700	2	CLCdnPW13_8203|VdnDe1_29849	AT3G17700	VdnDe1_29849
AT3G17700	2	CLCdnPW13_8203|VdnDe1_29849	AT3G17700	CLCdnPW13_8203
AT3G17730	1	Sotub03g022840.1.1	AT3G17730	Sotub03g022840
AT3G17740	1	SdnPW1_262	AT3G17740	SdnPW1_262
AT3G17770	1	VdnDe1_90968	AT3G17770	VdnDe1_90968
AT3G17780	2	CLCdnDe6_26286|PBdnRY1_8425	AT3G17780	PBdnRY1_8425
AT3G17780	2	CLCdnDe6_26286|PBdnRY1_8425	AT3G17780	CLCdnDe6_26286
AT3G17790	1	CLCdnDe12_61168	AT3G17790	CLCdnDe12_61168
AT3G17810	1	CLCdnDe6_7020	AT3G17810	CLCdnDe6_7020
AT3G17830	1	CLCdnPW47_31714	AT3G17830	CLCdnPW47_31714
AT3G17850	2	CLCdnRY10_39119|VdnDe3_45475	AT3G17850	VdnDe3_45475
AT3G17850	2	CLCdnRY10_39119|VdnDe3_45475	AT3G17850	CLCdnRY10_39119
AT3G17860	2	VdnPW1_132175|Sotub03g031970.1.1	AT3G17860	VdnPW1_132175
AT3G17860	2	VdnPW1_132175|Sotub03g031970.1.1	AT3G17860	Sotub03g031970
AT3G17880	2	PBdnRY1_4398|TDe_comp109245_c1_seq12	AT3G17880	TDe_comp109245_c1_seq12
AT3G17880	2	PBdnRY1_4398|TDe_comp109245_c1_seq12	AT3G17880	PBdnRY1_4398
AT3G17900	2	CLCdnPW29_5182|CLCdnRY3_64359	AT3G17900	CLCdnRY3_64359
AT3G17900	2	CLCdnPW29_5182|CLCdnRY3_64359	AT3G17900	CLCdnPW29_5182
AT3G17910	2	CLCdnPW50_7533|VdnDe1_224419	AT3G17910	VdnDe1_224419
AT3G17910	2	CLCdnPW50_7533|VdnDe1_224419	AT3G17910	CLCdnPW50_7533
AT3G17930	1	CLCdnPW2_3995	AT3G17930	CLCdnPW2_3995
AT3G17940	1	VdnDe2_40892	AT3G17940	VdnDe2_40892
AT3G17950	1	CLCdnRY10_34541	AT3G17950	CLCdnRY10_34541
AT3G17970	1	CLCdnDe2_4949	AT3G17970	CLCdnDe2_4949
AT3G17980	2	CLCdnDe5_91424|CLCdnRY2_17126	AT3G17980	CLCdnRY2_17126
AT3G17980	2	CLCdnDe5_91424|CLCdnRY2_17126	AT3G17980	CLCdnDe5_91424
AT3G18000	2	CLCdnPW9_744|CLCdnDe7_30224	AT3G18000	CLCdnPW9_744
AT3G18000	2	CLCdnPW9_744|CLCdnDe7_30224	AT3G18000	CLCdnDe7_30224
AT3G18010	1	CLCdnDe12_13216	AT3G18010	CLCdnDe12_13216
AT3G18020	1	CLCdnDe6_64550	AT3G18020	CLCdnDe6_64550
AT3G18030	2	CLCdnPW14_20179|CLCdnRY10_79737	AT3G18030	CLCdnRY10_79737
AT3G18030	2	CLCdnPW14_20179|CLCdnRY10_79737	AT3G18030	CLCdnPW14_20179
AT3G18035	1	CLCdnDe12_7623	AT3G18035	CLCdnDe12_7623
AT3G18040	2	CLCdnPW49_43843|CLCdnDe6_24797	AT3G18040	CLCdnPW49_43843
AT3G18040	2	CLCdnPW49_43843|CLCdnDe6_24797	AT3G18040	CLCdnDe6_24797
AT3G18050	2	CLCdnDe10_33982|CLCdnDe10_19288	AT3G18050	CLCdnDe10_33982
AT3G18050	2	CLCdnDe10_33982|CLCdnDe10_19288	AT3G18050	CLCdnDe10_19288
AT3G18060	1	CLCdnDe13_19623	AT3G18060	CLCdnDe13_19623
AT3G18080	2	CLCdnDe11_1569|Sotub12g018650.1.1	AT3G18080	Sotub12g018650
AT3G18080	2	CLCdnDe11_1569|Sotub12g018650.1.1	AT3G18080	CLCdnDe11_1569
AT3G18100	2	VdnDe2_195386|SdnPW1_1417	AT3G18100	VdnDe2_195386
AT3G18100	2	VdnDe2_195386|SdnPW1_1417	AT3G18100	SdnPW1_1417
AT3G18110	1	SdnRY1_233	AT3G18110	SdnRY1_233
AT3G18140	1	CLCdnDe2_22240	AT3G18140	CLCdnDe2_22240
AT3G18150	1	VdnDe3_29258	AT3G18150	VdnDe3_29258
AT3G18165	1	CLCdnPW10_8563	AT3G18165	CLCdnPW10_8563
AT3G18180	2	Sotub03g032440.1.1|Sotub03g032450.1.1	AT3G18180	Sotub03g032450
AT3G18180	2	Sotub03g032440.1.1|Sotub03g032450.1.1	AT3G18180	Sotub03g032440
AT3G18190	1	CLCdnDe10_22126	AT3G18190	CLCdnDe10_22126
AT3G18200	1	Sotub03g032410.1.1	AT3G18200	Sotub03g032410
AT3G18210	1	VdnPW1_80720	AT3G18210	VdnPW1_80720
AT3G18215	1	CLCdnPW27_6027	AT3G18215	CLCdnPW27_6027
AT3G18230	1	Sotub03g032390.1.1	AT3G18230	Sotub03g032390
AT3G18240	1	CLCdnDe10_12301	AT3G18240	CLCdnDe10_12301
AT3G18260	2	SdnRY1_39177|VdnDe1_271559	AT3G18260	VdnDe1_271559
AT3G18260	2	SdnRY1_39177|VdnDe1_271559	AT3G18260	SdnRY1_39177
AT3G18270	1	Sotub03g032710.1.1	AT3G18270	Sotub03g032710
AT3G18280	2	CLCdnDe4_155951|TPW_comp61939_c0_seq1	AT3G18280	TPW_comp61939_c0_seq1
AT3G18280	2	CLCdnDe4_155951|TPW_comp61939_c0_seq1	AT3G18280	CLCdnDe4_155951
AT3G18290	2	VdnDe5_65648|CLCdnDe10_33104	AT3G18290	VdnDe5_65648
AT3G18290	2	VdnDe5_65648|CLCdnDe10_33104	AT3G18290	CLCdnDe10_33104
AT3G18310	1	Sotub01g023580.1.1	AT3G18310	Sotub01g023580
AT3G18360	2	PGSC0003DMP400009924|PGSC0003DMP400050123	AT3G18360	PGSC0003DMC400050123
AT3G18360	2	PGSC0003DMP400009924|PGSC0003DMP400050123	AT3G18360	PGSC0003DMC400009924
AT3G18370	1	CLCdnRY9_22179	AT3G18370	CLCdnRY9_22179
AT3G18380	2	VdnDe5_26717|CLCdnDe7_6941	AT3G18380	VdnDe5_26717
AT3G18380	2	VdnDe5_26717|CLCdnDe7_6941	AT3G18380	CLCdnDe7_6941
AT3G18390	1	VdnPW4_608	AT3G18390	VdnPW4_608
AT3G18400	2	Sotub12g018350.1.1|PGSC0003DMP400050122	AT3G18400	Sotub12g018350
AT3G18400	2	Sotub12g018350.1.1|PGSC0003DMP400050122	AT3G18400	PGSC0003DMC400050122
AT3G18420	1	CLCdnPW11_6278	AT3G18420	CLCdnPW11_6278
AT3G18430	2	CLCdnDe5_19126|Sotub07g006060.1.1	AT3G18430	Sotub07g006060
AT3G18430	2	CLCdnDe5_19126|Sotub07g006060.1.1	AT3G18430	CLCdnDe5_19126
AT3G18440	2	CLCdnDe11_2717|VdnPW3_35394	AT3G18440	VdnPW3_35394
AT3G18440	2	CLCdnDe11_2717|VdnPW3_35394	AT3G18440	CLCdnDe11_2717
AT3G18480	2	CLCdnDe11_6637|VdnDe4_82486	AT3G18480	VdnDe4_82486
AT3G18480	2	CLCdnDe11_6637|VdnDe4_82486	AT3G18480	CLCdnDe11_6637
AT3G18490	2	CLCdnPW50_11551|CLCdnDe4_95827	AT3G18490	CLCdnPW50_11551
AT3G18490	2	CLCdnPW50_11551|CLCdnDe4_95827	AT3G18490	CLCdnDe4_95827
AT3G18500	1	CLCdnRY10_6746	AT3G18500	CLCdnRY10_6746
AT3G18510	1	VdnRY2_39452	AT3G18510	VdnRY2_39452
AT3G18520	1	CLCdnDe13_4176	AT3G18520	CLCdnDe13_4176
AT3G18524	2	CLCdnDe11_42334|PGSC0003DMP400014777	AT3G18524	PGSC0003DMC400014777
AT3G18524	2	CLCdnDe11_42334|PGSC0003DMP400014777	AT3G18524	CLCdnDe11_42334
AT3G18570	1	CLCdnPW10_27632	AT3G18570	CLCdnPW10_27632
AT3G18580	2	VdnDe3_111760|VdnPW2_65295	AT3G18580	VdnPW2_65295
AT3G18580	2	VdnDe3_111760|VdnPW2_65295	AT3G18580	VdnDe3_111760
AT3G18590	1	Sotub03g033440.1.1	AT3G18590	Sotub03g033440
AT3G18600	1	CLCdnPW10_6912	AT3G18600	CLCdnPW10_6912
AT3G18610	1	VdnDe2_14810	AT3G18610	VdnDe2_14810
AT3G18620	2	Sotub04g009330.1.1|Sotub10g016100.1.1	AT3G18620	Sotub10g016100
AT3G18620	2	Sotub04g009330.1.1|Sotub10g016100.1.1	AT3G18620	Sotub04g009330
AT3G18630	1	VdnPW1_91427	AT3G18630	VdnPW1_91427
AT3G18660	1	VdnDe1_293095	AT3G18660	VdnDe1_293095
AT3G18670	2	Sotub02g014830.1.1|VdnDe1_21466	AT3G18670	VdnDe1_21466
AT3G18670	2	Sotub02g014830.1.1|VdnDe1_21466	AT3G18670	Sotub02g014830
AT3G18680	1	CLCdnDe7_7891	AT3G18680	CLCdnDe7_7891
AT3G18690	2	CLCdnPW50_59361|PGSC0003DMP400030680	AT3G18690	PGSC0003DMC400030680
AT3G18690	2	CLCdnPW50_59361|PGSC0003DMP400030680	AT3G18690	CLCdnPW50_59361
AT3G18730	2	CLCdnDe5_43728|CLCdnRY10_51365	AT3G18730	CLCdnRY10_51365
AT3G18730	2	CLCdnDe5_43728|CLCdnRY10_51365	AT3G18730	CLCdnDe5_43728
AT3G18750	1	PGSC0003DMP400000268	AT3G18750	PGSC0003DMC400000268
AT3G18760	2	VdnDe1_154463|TDe_comp100304_c3_seq3	AT3G18760	VdnDe1_154463
AT3G18760	2	VdnDe1_154463|TDe_comp100304_c3_seq3	AT3G18760	TDe_comp100304_c3_seq3
AT3G18790	1	CLCdnDe13_10240	AT3G18790	CLCdnDe13_10240
AT3G18800	1	CLCdnPW45_33820	AT3G18800	CLCdnPW45_33820
AT3G18820	2	PBdnRY1_2135|VdnPW3_32427	AT3G18820	VdnPW3_32427
AT3G18820	2	PBdnRY1_2135|VdnPW3_32427	AT3G18820	PBdnRY1_2135
AT3G18830	2	VdnPW3_2717|VdnDe5_12347	AT3G18830	VdnPW3_2717
AT3G18830	2	VdnPW3_2717|VdnDe5_12347	AT3G18830	VdnDe5_12347
AT3G18840	1	Sotub01g033050.1.1	AT3G18840	Sotub01g033050
AT3G18850	1	CLCdnDe5_100306	AT3G18850	CLCdnDe5_100306
AT3G18860	1	CLCdnPW18_23941	AT3G18860	CLCdnPW18_23941
AT3G18870	1	VdnDe4_44663	AT3G18870	VdnDe4_44663
AT3G18890	2	TDe_comp99376_c0_seq1|SdnPW1_4447	AT3G18890	TDe_comp99376_c0_seq1
AT3G18890	2	TDe_comp99376_c0_seq1|SdnPW1_4447	AT3G18890	SdnPW1_4447
AT3G18930	1	CLCdnRY10_5734	AT3G18930	CLCdnRY10_5734
AT3G18940	1	VdnDe1_100683	AT3G18940	VdnDe1_100683
AT3G18950	1	VdnDe2_38501	AT3G18950	VdnDe2_38501
AT3G18990	2	CLCdnDe6_41296|PGSC0003DMP400029745	AT3G18990	PGSC0003DMC400029745
AT3G18990	2	CLCdnDe6_41296|PGSC0003DMP400029745	AT3G18990	CLCdnDe6_41296
AT3G19000	1	SdnPW1_16287	AT3G19000	SdnPW1_16287
AT3G19010	1	PGSC0003DMP400044978	AT3G19010	PGSC0003DMC400044978
AT3G19020	2	Sotub12g027120.1.1|Sotub01g046260.1.1	AT3G19020	Sotub12g027120
AT3G19020	2	Sotub12g027120.1.1|Sotub01g046260.1.1	AT3G19020	Sotub01g046260
AT3G19030	1	CLCdnDe8_7070	AT3G19030	CLCdnDe8_7070
AT3G19050	2	Sotub01g045910.1.1|CLCdnDe10_86859	AT3G19050	Sotub01g045910
AT3G19050	2	Sotub01g045910.1.1|CLCdnDe10_86859	AT3G19050	CLCdnDe10_86859
AT3G19080	2	VdnDe2_127713|Sotub02g011880.1.1	AT3G19080	VdnDe2_127713
AT3G19080	2	VdnDe2_127713|Sotub02g011880.1.1	AT3G19080	Sotub02g011880
AT3G19090	2	Sotub10g017110.1.1|CLCdnDe6_113091	AT3G19090	Sotub10g017110
AT3G19090	2	Sotub10g017110.1.1|CLCdnDe6_113091	AT3G19090	CLCdnDe6_113091
AT3G19120	1	CLCdnDe11_12652	AT3G19120	CLCdnDe11_12652
AT3G19130	2	CLCdnPW48_2744|VdnPW4_9220	AT3G19130	VdnPW4_9220
AT3G19130	2	CLCdnPW48_2744|VdnPW4_9220	AT3G19130	CLCdnPW48_2744
AT3G19170	2	CLCdnPW11_5970|Sotub12g016250.1.1	AT3G19170	Sotub12g016250
AT3G19170	2	CLCdnPW11_5970|Sotub12g016250.1.1	AT3G19170	CLCdnPW11_5970
AT3G19180	1	CLCdnPW50_17395	AT3G19180	CLCdnPW50_17395
AT3G19184	1	CLCdnRY11_68366	AT3G19184	CLCdnRY11_68366
AT3G19190	2	VdnDe3_27402|PGSC0003DMP400044710	AT3G19190	VdnDe3_27402
AT3G19190	2	VdnDe3_27402|PGSC0003DMP400044710	AT3G19190	PGSC0003DMC400044710
AT3G19210	1	CLCdnPW47_9770	AT3G19210	CLCdnPW47_9770
AT3G19220	2	CLCdnDe14_43737|SdnRY1_28604	AT3G19220	SdnRY1_28604
AT3G19220	2	CLCdnDe14_43737|SdnRY1_28604	AT3G19220	CLCdnDe14_43737
AT3G19230	1	Sotub01g045440.1.1	AT3G19230	Sotub01g045440
AT3G19240	1	VdnPW2_30490	AT3G19240	VdnPW2_30490
AT3G19260	1	Sotub01g045400.1.1	AT3G19260	Sotub01g045400
AT3G19270	2	VdnDe3_96655|CLCdnDe10_6381	AT3G19270	VdnDe3_96655
AT3G19270	2	VdnDe3_96655|CLCdnDe10_6381	AT3G19270	CLCdnDe10_6381
AT3G19300	1	CLCdnDe14_77921	AT3G19300	CLCdnDe14_77921
AT3G19320	2	CLCdnRY10_859|PBdnRY1_2341	AT3G19320	PBdnRY1_2341
AT3G19320	2	CLCdnRY10_859|PBdnRY1_2341	AT3G19320	CLCdnRY10_859
AT3G19330	1	PBdnRY1_244	AT3G19330	PBdnRY1_244
AT3G19340	2	CLCdnDe14_3859|PGSC0003DMP400036897	AT3G19340	PGSC0003DMC400036897
AT3G19340	2	CLCdnDe14_3859|PGSC0003DMP400036897	AT3G19340	CLCdnDe14_3859
AT3G19360	2	CLCdnDe2_79793|PGSC0003DMP400009538	AT3G19360	PGSC0003DMC400009538
AT3G19360	2	CLCdnDe2_79793|PGSC0003DMP400009538	AT3G19360	CLCdnDe2_79793
AT3G19380	1	PBdnRY1_2107	AT3G19380	PBdnRY1_2107
AT3G19420	2	CLCdnRY1_6879|CLCdnDe11_28161	AT3G19420	CLCdnRY1_6879
AT3G19420	2	CLCdnRY1_6879|CLCdnDe11_28161	AT3G19420	CLCdnDe11_28161
AT3G19430	2	VdnDe2_250204|Sotub01g044820.1.1	AT3G19430	VdnDe2_250204
AT3G19430	2	VdnDe2_250204|Sotub01g044820.1.1	AT3G19430	Sotub01g044820
AT3G19440	1	CLCdnPW47_49986	AT3G19440	CLCdnPW47_49986
AT3G19450	1	VdnDe1_154032	AT3G19450	VdnDe1_154032
AT3G19490	1	VdnDe1_178514	AT3G19490	VdnDe1_178514
AT3G19500	1	CLCdnDe10_92657	AT3G19500	CLCdnDe10_92657
AT3G19508	1	CLCdnDe13_60378	AT3G19508	CLCdnDe13_60378
AT3G19510	2	VdnDe2_11084|PGSC0003DMP400044612	AT3G19510	VdnDe2_11084
AT3G19510	2	VdnDe2_11084|PGSC0003DMP400044612	AT3G19510	PGSC0003DMC400044612
AT3G19520	1	VdnDe3_78363	AT3G19520	VdnDe3_78363
AT3G19540	2	CLCdnDe1_17389|CLCdnDe13_8129	AT3G19540	CLCdnDe1_17389
AT3G19540	2	CLCdnDe1_17389|CLCdnDe13_8129	AT3G19540	CLCdnDe13_8129
AT3G19550	1	VdnPW3_62353	AT3G19550	VdnPW3_62353
AT3G19553	1	VdnDe1_33076	AT3G19553	VdnDe1_33076
AT3G19570	1	CLCdnDe11_8884	AT3G19570	CLCdnDe11_8884
AT3G19590	1	CLCdnDe12_24364	AT3G19590	CLCdnDe12_24364
AT3G19610	2	CLCdnDe10_46989|Sotub01g044310.1.1	AT3G19610	Sotub01g044310
AT3G19610	2	CLCdnDe10_46989|Sotub01g044310.1.1	AT3G19610	CLCdnDe10_46989
AT3G19615	2	VdnDe2_242411|SdnRY1_44862	AT3G19615	VdnDe2_242411
AT3G19615	2	VdnDe2_242411|SdnRY1_44862	AT3G19615	SdnRY1_44862
AT3G19630	1	Sotub01g044240.1.1	AT3G19630	Sotub01g044240
AT3G19640	1	CLCdnPW12_1993	AT3G19640	CLCdnPW12_1993
AT3G19650	1	SdnRY1_19257	AT3G19650	SdnRY1_19257
AT3G19660	2	PGSC0003DMP400022723|VdnPW1_97194	AT3G19660	VdnPW1_97194
AT3G19660	2	PGSC0003DMP400022723|VdnPW1_97194	AT3G19660	PGSC0003DMC400022723
AT3G19690	2	CLCdnDe5_162848|Sotub01g043800.1.1	AT3G19690	Sotub01g043800
AT3G19690	2	CLCdnDe5_162848|Sotub01g043800.1.1	AT3G19690	CLCdnDe5_162848
AT3G19720	1	CLCdnDe11_9984	AT3G19720	CLCdnDe11_9984
AT3G19740	1	VdnDe1_120372	AT3G19740	VdnDe1_120372
AT3G19760	1	CLCdnDe11_10221	AT3G19760	CLCdnDe11_10221
AT3G19770	2	PBdnRY1_813|Sotub01g034470.1.1	AT3G19770	Sotub01g034470
AT3G19770	2	PBdnRY1_813|Sotub01g034470.1.1	AT3G19770	PBdnRY1_813
AT3G19780	2	CLCdnDe5_24550|CLCdnRY10_5801	AT3G19780	CLCdnRY10_5801
AT3G19780	2	CLCdnDe5_24550|CLCdnRY10_5801	AT3G19780	CLCdnDe5_24550
