ITAG.PGSC.ID	clade	geneID
Sotub12g012140	MYB113	Sotub12g012140
Sotub01g009900	MYB113	CLCdnDe7_55520
Sotub01g009890	MYB113	CLCdnDe7_55520
Sotub06g030530	MYB113	Sotub06g030530
Sotub04g031380	MYB44,70,73	VdnDe4_77386
Sotub05g009970	MYB44,70,73	CLCdnDe5_78590
Sotub06g029570	MYB44,70,73	Sotub06g029570
Sotub09g012150	MYB44,70,73	TDe_comp107712_c2_seq2
Sotub05g025520	MYB44,70,73	TDe_comp110442_c0_seq2
Sotub02g031400	MYB44,70,73	CLCdnDe9_3117
Sotub03g025090	MYB44,70,73	Sotub03g025090
Sotub10g026790	MYB44,70,73	Sotub10g026790
PGSC0003DMC400064903	MYB44,70,73	PGSC0003DMC400064903
PGSC0003DMC400066962	MYB44,70,73	PGSC0003DMC400066962
Sotub04g024670	MYB44,70,73	Sotub04g024670
Sotub04g018970	MYB44,70,73	Sotub04g018970
Sotub04g032540	MYB44,70,73	VdnDe1_234623
Sotub04g019060	MYB44,70,73	Sotub04g019060
Sotub08g026630	MYB44,70,73	CLCdnDe12_66043
Sotub09g009160	MYB44,70,73	Sotub09g009160
Sotub03g022970	MYB44,70,73	CLCdnDe4_144594
Sotub03g022980	MYB44,70,73	CLCdnDe4_144594
PGSC0003DMC400009742	MYC	CLCdnPW35_4953
Sotub08g009040	MYC	Sotub08g009040
Sotub08g027160	MYC	Sotub08g027160
PGSC0003DMC400009735	MYC	TDe_comp112317_c1_seq1
PGSC0003DMC400019122	MYC	TDe_comp112317_c1_seq1
PGSC0003DMC400019126	MYC	TDe_comp112317_c1_seq1
PGSC0003DMC400019123	MYC	TDe_comp112317_c1_seq1
Sotub01g033870	MYC	CLCdnRY7_8780
Sotub08g021320	MYC	VdnDe2_32466
Sotub08g006990	MYC	CLCdnDe1_598
Sotub07g008040	NAC19,55,72	Sotub07g008040
Sotub04g009390	NAC19,55,72	SdnPW1_17756
Sotub07g026940	NAC19,55,72	CLCdnRY9_21376
Sotub12g006050	NAC19,55,72	Sotub12g006050
Sotub10g007110	NAC19,55,72	Sotub10g007110
Sotub05g010110	NAC19,55,72	SdnRY1_20349
Sotub07g026930	NAC19,55,72	VdnPW1_134701
PGSC0003DMC400065497	NAC19,55,72	PGSC0003DMC400065497
Sotub06g019310	NAC19,55,72	CLCdnPW45_5079
Sotub11g013380	NAC19,55,72	CLCdnDe13_23023
Sotub04g005230	NAC19,55,72	CLCdnPW19_20537
Sotub07g008040	NAC32	Sotub07g008040
Sotub04g009390	NAC32	SdnPW1_17756
Sotub07g026940	NAC32	CLCdnRY9_21376
Sotub12g006050	NAC32	Sotub12g006050
Sotub10g007110	NAC32	Sotub10g007110
Sotub05g010110	NAC32	SdnRY1_20349
Sotub07g026930	NAC32	VdnPW1_134701
PGSC0003DMC400065497	NAC32	PGSC0003DMC400065497
Sotub06g019310	NAC32	CLCdnPW45_5079
Sotub11g013380	NAC32	CLCdnDe13_23023
Sotub04g005230	NAC32	CLCdnPW19_20537
Sotub07g016200	NADPH-oxidase	Sotub07g016200
PGSC0003DMC400021795	NADPH-oxidase	CLCdnDe10_34872
Sotub03g031420	NADPH-oxidase	SdnRY1_1159
Sotub06g025580	NADPH-oxidase	CLCdnPW48_7974
Sotub06g025550	NADPH-oxidase	CLCdnPW48_7974
Sotub01g037380	NADPH-oxidase	CLCdnDe13_167119
Sotub06g031460	NADPH-oxidase	CLCdnDe4_15321
Sotub11g029590	NADPH-oxidase	Sotub11g029590
Sotub11g029600	NADPH-oxidase	Sotub11g029600
Sotub05g016960	NADPH-oxidase	Sotub05g016960
Sotub02g021760	NDA	CLCdnPW10_13373
Sotub06g006160	NDA	SdnPW1_9334
PGSC0003DMC400031937	NDB	PGSC0003DMC400031937
Sotub10g008790	NDB	PBdnRY1_11906
Sotub02g022150	NDB	CLCdnDe4_18957
Sotub07g020240	NDB	CLCdnDe10_96916
PGSC0003DMC400029182	NDC	TDe_comp107606_c0_seq1
Sotub02g015550	NPR1	CLCdnPW35_2610
Sotub07g016890	NPR1	CLCdnDe10_7649
Sotub05g019080	OBE	Sotub05g019080
Sotub05g027120	OBE	CLCdnRY1_8384
Sotub07g017920	OBE	CLCdnDe7_2372
Sotub10g025360	OMR1	CLCdnPW8_539
Sotub09g008430	OMR1	CLCdnPW46_5192
Sotub10g025630	OMR1	Sotub10g025630
Sotub10g028570	OMR1	Sotub10g028570
PGSC0003DMC400053803	OPR	CLCdnRY3_13530
Sotub11g017760	OPR	SdnRY1_10464
Sotub11g017730	OPR	SdnRY1_10464
PGSC0003DMC400032724	OPR	VdnPW3_28804
PGSC0003DMC400032723	OPR	CLCdnDe14_78116
Sotub01g040330	OPR	VdnDe1_323292
Sotub01g040320	OPR	VdnDe1_323292
PGSC0003DMC400005322	OPR	PGSC0003DMC400005322
Sotub11g017750	OPR	Sotub11g017750
PGSC0003DMC400048690	OPR	PGSC0003DMC400048690
PGSC0003DMC400054627	OPR	PGSC0003DMC400054627
PGSC0003DMC400055711	OPR	CLCdnPW32_81059
Sotub09g031310	OPR	Sotub09g031310
Sotub05g024660	ORA59	CLCdnDe7_12139
Sotub08g023780	ORA59	VdnDe3_97689
PGSC0003DMC400019030	ORA59	CLCdnDe6_81830
Sotub04g011610	ORA59	VdnDe3_183936
Sotub05g024670	ORA59	CLCdnDe13_27769
Sotub05g023530	ORA59	CLCdnDe10_70177
Sotub02g020190	ORA59	Sotub02g020190
PGSC0003DMC400019035	ORA59	TDe_comp111735_c0_seq1
Sotub09g026020	ORA59	VdnDe2_155278
Sotub02g020180	ORA59	VdnRY6_19148
Sotub08g023750	ORA59	CLCdnDe13_135091
Sotub08g023760	ORA59	CLCdnDe7_150010
Sotub11g007490	ORA59	CLCdnDe7_15397
Sotub01g029560	ORA59	Sotub01g029560
Sotub01g029520	ORA59	Sotub01g029520
Sotub03g005750	ORA59	CLCdnPW46_44642
Sotub03g030820	ORA59	CLCdnPW46_44642
Sotub01g029490	ORA59	Sotub01g029490
Sotub05g023520	ORA59	Sotub05g023520
Sotub01g029470	ORA59	Sotub01g029470
Sotub05g024650	ORA59	Sotub05g024650
PGSC0003DMC400030113	ORA59	VdnDe1_132299
Sotub01g029440	ORA59	Sotub01g029440
PGSC0003DMC400063967	ORA59	PGSC0003DMC400063967
Sotub08g005000	ORA59	SdnRY1_36755
Sotub11g016330	ORA59	CLCdnDe14_71956
Sotub09g019380	ORA59	CLCdnDe14_71956
Sotub01g029570	ORA59	Sotub01g029570
Sotub11g005390	ORA59	Sotub11g005390
Sotub05g023100	ORA59	Sotub05g023100
Sotub09g019370	ORA59	CLCdnDe7_119339
Sotub11g007500	ORA59	CLCdnPW45_14072
Sotub01g029460	ORA59	Sotub01g029460
Sotub11g007510	ORA59	CLCdnDe5_92874
Sotub09g026030	ORA59	CLCdnDe3_133591
Sotub03g005740	ORA59	Sotub03g005740
Sotub09g019360	ORA59	Sotub09g019360
Sotub03g005730	ORA59	CLCdnDe11_149988
PGSC0003DMC400046392	ORA59	PGSC0003DMC400046392
Sotub04g021940	PA	CLCdnPW10_4933
Sotub12g008860	PAA	CLCdnDe13_16590
Sotub06g027330	PAD4	VdnDe2_24335
Sotub02g008670	PAD4	CLCdnDe11_31710
Sotub03g019490	PAL	Sotub03g019490
PGSC0003DMC400037387	PAL	PBdnRY1_3828
Sotub10g010100	PAL	PBdnRY1_3828
Sotub09g007460	PAL	PBdnRY1_3828
PGSC0003DMC400037350	PAL	PBdnRY1_3828
Sotub09g007450	PAL	PBdnRY1_3828
Sotub05g029380	PAL	CLCdnDe11_26260
PGSC0003DMC400054631	PAL	PGSC0003DMC400054631
Sotub05g019810	PAL	Sotub05g019810
Sotub05g014840	PBB	VdnPW2_1427
PGSC0003DMC400023364	PBB	CLCdnRY4_39379
PGSC0003DMC400026331	PBE	CLCdnDe9_7924
Sotub05g029370	PBE	CLCdnDe9_7924
Sotub07g005040	PR1	CLCdnRY2_24268
Sotub10g028800	PR1	Sotub10g028800
Sotub07g005030	PR1	CLCdnPW45_29595
Sotub02g012270	PR1	CLCdnDe7_14833
Sotub09g006000	PR1	Sotub09g006000
Sotub01g043920	PR1	Sotub01g043910
Sotub01g043910	PR1	Sotub01g043910
Sotub08g017040	PR1	Sotub08g017040
Sotub01g043830	PR1	CLCdnDe11_14287
Sotub01g043870	PR1	CLCdnDe11_14287
Sotub01g043810	PR1	CLCdnDe11_14287
Sotub01g043790	PR1	CLCdnDe5_162848
Sotub01g043800	PR1	Sotub01g043800
PGSC0003DMC400009085	PR1	PGSC0003DMC400009085
Sotub01g043930	PR1	PGSC0003DMC400009085
Sotub01g043780	PR1	CLCdnDe10_109643
Sotub09g006080	PR1	VdnPW3_85914
Sotub09g006090	PR1	VdnDe4_67515
Sotub09g006110	PR1	VdnDe4_67515
Sotub09g006100	PR1	VdnDe4_67515
Sotub09g006060	PR1	Sotub09g006060
Sotub01g043880	PR1	PGSC0003DMC400065840
PGSC0003DMC400065840	PR1	PGSC0003DMC400065840
Sotub10g028810	PR1	Sotub10g028810
Sotub06g023240	PR13	CLCdnDe11_137739
Sotub03g036760	PR13	CLCdnDe10_102415
PGSC0003DMC400046624	PR3	PGSC0003DMC400046624
PGSC0003DMC400015454	PR3	TDe_comp110864_c0_seq1
PGSC0003DMC400046623	PR3	TDe_comp110864_c0_seq1
PGSC0003DMC400015455	PR3	CLCdnPW50_27239
PGSC0003DMC400046622	PR3	PGSC0003DMC400046622
PGSC0003DMC400062421	PR3	PGSC0003DMC400062421
Sotub02g026320	PR3	PBdnRY1_2647
Sotub02g009500	PR3	CLCdnPW36_23906
Sotub02g026290	PR3	CLCdnDe14_82286
Sotub02g026280	PR3	CLCdnPW2_4058
Sotub01g034770	PR4	VdnPW5_3592
Sotub01g034760	PR4	PBdnRY1_1807
Sotub01g034730	PR4	CLCdnDe10_40240
Sotub04g034930	PR5	CLCdnRY12_9557
Sotub01g048740	PR5	CLCdnDe12_51211
PGSC0003DMC400006374	PR5	CLCdnDe10_36227
Sotub06g027980	PR5	CLCdnDe2_118077
Sotub02g027140	PR5	CLCdnDe10_68340
Sotub03g017260	PR5	CLCdnDe10_103466
Sotub03g009140	PR5	Sotub03g009140
Sotub01g048730	PR5	CLCdnPW25_24139
Sotub03g032270	PR5	CLCdnDe6_80645
Sotub04g033150	PR5	CLCdnPW10_60499
Sotub01g026700	PR5	Sotub01g026700
PGSC0003DMC400035620	PSAK	SdnRY1_18774
PGSC0003DMC400055787	RBCL	VdnPW6_382
Sotub02g029160	RBCS	CLCdnDe4_2985
PGSC0003DMC400022435	RBCS	CLCdnDe4_2985
Sotub02g029150	RBCS	CLCdnDe4_2985
Sotub03g009830	RBCS	CLCdnDe14_141
Sotub02g010840	RBCS	Sotub02g010840
Sotub07g010460	RBCS	Sotub07g010460
Sotub06g021970	RBX	VdnPW6_9069
Sotub12g008880	RBX	SdnRY1_38939
Sotub10g028440	RGA1,2	Sotub10g028440
Sotub11g008520	RGA1,2	CLCdnDe6_5627
Sotub10g028470	RGA1,2	Sotub10g028470
Sotub01g031710	RH	VdnPW4_31624
Sotub10g016280	RH	CLCdnRY12_1235
Sotub08g014610	RTE1	SdnPW1_18844
Sotub02g010060	RTE1	CLCdnDe11_50050
Sotub01g041350	RTE1	Sotub01g041350
Sotub11g027970	RTM2	CLCdnRY11_42797
Sotub09g006340	RTM2	CLCdnRY11_42797
Sotub01g010070	RTM2	CLCdnDe7_20203
PGSC0003DMC400015319	RTM2	PGSC0003DMC400015319
PGSC0003DMC400015320	RTM2	CLCdnDe5_132918
Sotub10g019320	RTM2	CLCdnDe2_101867
Sotub02g015630	SAG101	VdnPW2_23167
Sotub02g013560	SAG101	CLCdnPW50_27112
Sotub02g013610	SAG101	CLCdnPW50_27112
Sotub02g019280	SAG12	SdnRY1_10746
PGSC0003DMC400014071	SAG12	CLCdnDe6_15417
Sotub01g044880	SAG12	Sotub01g044880
PGSC0003DMC400006709	SAG12	PBdnRY1_6392
Sotub03g010210	SAG12	CLCdnDe7_165654
Sotub02g031520	SAG12	Sotub02g031520
Sotub03g023320	SAG12	CLCdnDe13_7856
Sotub02g019760	SAG12	PBdnRY1_2502
Sotub04g036200	SAG12	CLCdnRY10_32497
Sotub12g028030	SAG12	SdnRY1_24438
PGSC0003DMC400007779	SAG12	CLCdnDe5_73838
Sotub02g019540	SAG12	CLCdnDe10_99830
Sotub02g019620	SAG12	CLCdnDe10_49266
Sotub07g021760	SAG12	Sotub07g021760
Sotub02g019770	SAG12	CLCdnPW19_5721
Sotub02g019600	SAG12	Sotub02g019640
Sotub12g024290	SAG12	SdnPW1_23515
Sotub12g024280	SAG12	SdnPW1_23515
Sotub02g019750	SAG12	Sotub02g019750
Sotub12g024300	SAG12	Sotub12g024300
PGSC0003DMC400057838	SAG12	PGSC0003DMC400057838
Sotub02g019320	SAG12	VdnDe3_81267
Sotub02g019300	SAG12	VdnDe4_29402
Sotub02g019610	SAG12	CLCdnDe5_123603
Sotub05g015020	SAG12	Sotub05g015020
Sotub08g010810	SAGT	CLCdnRY11_18089
Sotub01g044690	SAGT	PBdnRY1_2087
Sotub12g029350	SAGT	CLCdnDe11_21500
Sotub05g026700	SAGT	VdnDe2_132738
PGSC0003DMC400026305	SAGT	Sotub05g018440
PGSC0003DMC400062125	SAGT	Sotub05g018440
Sotub01g010680	SAGT	Sotub05g018440
Sotub12g030360	SAGT	Sotub12g030360
PGSC0003DMC400017683	SAGT	PGSC0003DMC400017683
Sotub05g012400	SAGT	Sotub05g012400
Sotub05g012390	SAGT	Sotub05g012400
Sotub08g007510	SAGT	VdnDe3_39624
Sotub08g007500	SAGT	VdnDe3_39624
Sotub08g007610	SAGT	VdnDe3_39624
Sotub08g007540	SAGT	VdnDe3_39624
Sotub08g007620	SAGT	VdnDe3_39624
Sotub08g007600	SAGT	VdnDe3_39624
Sotub08g013210	SAGT	CLCdnPW39_856
Sotub12g030370	SAGT	CLCdnRY10_18840
Sotub06g006870	SAGT	CLCdnDe14_27230
Sotub12g029320	SAGT	CLCdnDe6_51452
PGSC0003DMC400051109	SAGT	VdnDe4_107045
Sotub08g007630	SAGT	Sotub08g007630
Sotub08g007570	SAGT	Sotub08g007630
PGSC0003DMC400008269	SAGT	CLCdnDe7_115030
Sotub05g021120	SAGT	Sotub05g021120
PGSC0003DMC400021275	SAGT	PGSC0003DMC400021275
Sotub05g021020	SAGT	PGSC0003DMC400021275
Sotub01g010690	SAGT	Sotub01g010690
Sotub01g010620	SAGT	Sotub01g010690
PGSC0003DMC400008270	SAGT	PGSC0003DMC400008270
Sotub09g029500	SAGT	Sotub09g029500
PGSC0003DMC400053835	SAGT	PGSC0003DMC400053835
PGSC0003DMC400011906	SAGT	PGSC0003DMC400011906
Sotub12g029370	SAGT	Sotub12g029370
Sotub03g010720	SAGT	CLCdnDe6_86067
Sotub09g028780	SAHH	PBdnRY1_11259
Sotub09g028800	SAHH	VdnDe3_131893
Sotub12g030260	SAHH	VdnDe3_131893
Sotub04g021570	SAMC	CLCdnDe14_26444
PGSC0003DMC400036389	SAMC	CLCdnDe14_26444
Sotub04g021670	SAMC	CLCdnDe14_26444
Sotub12g025160	SAMC	CLCdnRY10_15249
Sotub10g025090	SAMS	Sotub09g007810
Sotub09g007810	SAMS	Sotub09g007810
Sotub12g030950	SAMS	PBdnRY1_14572
Sotub01g038880	SAMS	PBdnRY1_957
Sotub07g008050	SEN4	CLCdnDe4_155113
Sotub07g023640	SEN4	Sotub12g013810
Sotub07g023270	SEN4	Sotub12g013810
Sotub07g023650	SEN4	Sotub12g013810
Sotub12g013810	SEN4	Sotub12g013810
Sotub11g017490	SEN4	CLCdnDe13_133120
Sotub01g037390	SEN4	CLCdnDe4_56701
Sotub07g020850	SEN4	CLCdnPW10_15586
PGSC0003DMC400019283	SEN4	CLCdnDe13_67600
Sotub02g030410	SEN4	CLCdnDe14_4317
Sotub07g023260	SEN4	CLCdnDe11_151247
Sotub12g006620	SEN4	CLCdnDe11_52450
Sotub12g006610	SEN4	CLCdnDe11_52450
Sotub07g008060	SEN4	CLCdnDe5_155974
PGSC0003DMC400024633	SEN4	VdnDe2_124572
Sotub03g016240	SEN4	CLCdnDe14_49948
Sotub12g030380	SEN4	CLCdnDe6_69769
Sotub07g008070	SEN4	Sotub07g008070
Sotub09g029550	SEN4	VdnDe3_135761
Sotub04g027320	SERK	VdnDe1_103391
Sotub05g006760	SERK	CLCdnDe13_30480
Sotub04g005680	SERK	VdnPW1_69626
Sotub07g005820	SERK	CLCdnDe2_47275
Sotub02g033390	SERK	CLCdnPW36_38994
PGSC0003DMC400030908	SERK	VdnDe7_5473
Sotub01g042020	SERK	TDe_comp109669_c4_seq4
Sotub05g029570	SERK	CLCdnRY11_12665
Sotub05g013830	SERK	CLCdnPW4_5752
Sotub03g019110	SERK	CLCdnDe13_8909
Sotub11g009750	SERK	CLCdnPW18_14028
Sotub02g018900	SERK	SdnRY1_17591
Sotub08g025380	SOD	Sotub08g025380
Sotub03g018550	SOD	VdnDe1_22090
Sotub01g021760	SOD	VdnPW4_9911
Sotub02g006550	SOD	CLCdnDe14_15419
Sotub06g015020	SOD	CLCdnRY8_4829
Sotub06g015010	SOD	CLCdnRY8_4829
Sotub11g024220	SOD	VdnDe2_53978
Sotub06g013090	SOD	CLCdnDe7_6144
PGSC0003DMC400039993	SOD	VdnPW2_37959
Sotub08g025110	TDX	CLCdnDe6_11170
Sotub03g031990	TDX	PBdnRY1_4398
Sotub10g020240	TGA2,5,6	CLCdnDe3_101501
Sotub05g007640	TGA2,5,6	Sotub05g007640
Sotub10g022140	TGA2,5,6	CLCdnDe7_168041
Sotub11g025820	TGA2,5,6	CLCdnRY12_24450
Sotub10g022550	TGA2,5,6	CLCdnPW37_12420
Sotub01g009430	TGA2,5,6	CLCdnDe12_17573
Sotub11g020650	TGA2,5,6	CLCdnDe14_18752
Sotub10g022570	TGA2,5,6	CLCdnPW29_23636
Sotub09g019630	TGA2,5,6	Sotub09g019630
Sotub06g031310	TGA2,5,6	SdnPW1_11004
Sotub02g035240	TRX-H	Sotub02g035240
Sotub09g014240	TRX-H	CLCdnDe10_20146
Sotub02g027830	TRX-H	VdnPW1_10659
Sotub05g011550	TRX-H	CLCdnPW48_35217
Sotub04g034250	TRX-H	VdnPW2_22242
PGSC0003DMC400039813	TRX-H	PGSC0003DMC400039813
Sotub05g011500	TRX-H	Sotub05g011520
Sotub03g035860	VSP	CLCdnDe2_94814
Sotub06g022920	VSP	CLCdnPW13_907
Sotub06g022900	VSP	CLCdnPW13_907
Sotub08g016230	VSP	CLCdnDe10_12874
PGSC0003DMC400032841	VSP	CLCdnPW10_21522
Sotub06g009600	VSP	VdnDe1_231625
Sotub09g025340	VSP	CLCdnDe10_110088
Sotub06g022890	VSP	Sotub06g022890
Sotub06g022910	VSP	Sotub06g022910
PGSC0003DMC400033305	WAK	PGSC0003DMC400033305
Sotub10g027350	WAK	Sotub10g027350
Sotub10g027320	WAK	Sotub10g027320
Sotub07g007900	WAK	Sotub07g007900
Sotub07g007910	WAK	Sotub07g007910
Sotub05g024940	WAK	Sotub05g024940
Sotub09g016950	WAK	Sotub09g016950
Sotub09g005060	WAK	PGSC0003DMC400044476
PGSC0003DMC400044476	WAK	PGSC0003DMC400044476
Sotub09g016960	WAK	SdnPW1_4653
Sotub09g005070	WAK	Sotub09g005070
Sotub09g005030	WAK	Sotub09g005030
PGSC0003DMC400020909	WAK	CLCdnRY9_25397
Sotub09g016760	WAK	Sotub09g013570
Sotub09g013570	WAK	Sotub09g013570
PGSC0003DMC400019378	WAK	VdnDe5_77234
Sotub11g028850	WAK	Sotub11g028850
Sotub09g016940	WAK	PBdnRY1_10948
Sotub10g027310	WAK	Sotub10g027310
Sotub09g005050	WAK	Sotub09g005050
Sotub09g016720	WAK	Sotub09g016720
PGSC0003DMC400011517	WAK	PGSC0003DMC400011517
Sotub10g027390	WAK	Sotub10g027390
Sotub10g027370	WAK	Sotub10g027370
Sotub09g012580	WAK	Sotub09g012580
Sotub05g024930	WAK	Sotub05g024930
Sotub09g016770	WAK	Sotub09g016770
Sotub02g014820	WAK	CLCdnDe4_59742
Sotub09g012560	WAK	Sotub09g012560
Sotub09g016740	WAK	Sotub09g016740
Sotub04g035920	WD40	CLCdnRY12_20539
Sotub03g017020	WD40	Sotub03g017020
Sotub03g018040	WD40	CLCdnDe1_1469
Sotub03g017030	WD40	CLCdnDe1_1469
Sotub06g008450	WRKY11,17	CLCdnPW2_11063
Sotub04g031500	WRKY11,17	VdnDe5_61543
Sotub09g019120	WRKY11,17	CLCdnDe11_28519
Sotub08g007490	WRKY11,17	VdnPW1_86853
Sotub02g011640	WRKY11,17	VdnDe1_104084
Sotub02g031530	WRKY11,17	CLCdnDe11_3985
Sotub12g028700	WRKY11,17	VdnDe1_116486
PGSC0003DMC400040016	WRKY11,17	PGSC0003DMC400040016
Sotub02g034510	WRKY33	VdnDe4_65288
Sotub05g028940	WRKY33	Sotub05g028940
Sotub07g018070	WRKY33	CLCdnRY8_32480
Sotub01g015470	WRKY33	CLCdnDe7_107311
Sotub12g006440	WRKY33	VdnDe4_128573
Sotub05g005540	WRKY33	VdnDe1_109308
Sotub01g023530	WRKY33	CLCdnDe6_35906
Sotub07g023370	WRKY33	CLCdnPW22_32549
Sotub02g017470	WRKY33	CLCdnDe13_167116
Sotub05g026050	WRKY33	CLCdnDe11_99705
Sotub01g029200	WRKY33	CLCdnPW47_79619
Sotub04g025650	WRKY33	CLCdnDe11_84210
Sotub04g026090	WRKY33	CLCdnPW10_16983
Sotub08g028790	WRKY33	CLCdnDe11_128679
PGSC0003DMC400055959	WRKY33	PGSC0003DMC400040153
PGSC0003DMC400040153	WRKY33	PGSC0003DMC400040153
PGSC0003DMC400014395	WRKY33	CLCdnRY2_28791
Sotub04g021760	WRKY33	CLCdnDe14_34881
Sotub05g016650	WRKY33	CLCdnDe1_20236
Sotub10g005930	WRKY33	Sotub10g005930
PGSC0003DMC400031479	WRKY33	PGSC0003DMC400031479
Sotub07g027620	WRKY33	Sotub07g027620
Sotub02g037460	WRKY33	CLCdnDe7_166816
Sotub12g013320	WRKY33	VdnPW2_44099
Sotub07g028620	WRKY33	CLCdnRY10_36588
Sotub10g024570	WRKY33	CLCdnRY1_10597
Sotub12g006450	WRKY33	CLCdnRY4_68053
Sotub12g011440	WRKY33	VdnDe3_62618
Sotub09g016510	WRKY33	VdnDe2_73957
Sotub06g022740	WRKY33	CLCdnDe14_15
Sotub03g021680	WRKY33	VdnDe5_54622
Sotub05g005280	WRKY33	CLCdnDe6_23634
PGSC0003DMC400019777	WRKY33	CLCdnPW23_27697
Sotub10g005920	WRKY33	Sotub10g005920
Sotub08g009540	WRKY46	TPW_comp62268_c0_seq3
Sotub03g013650	WRKY46	CLCdnDe7_126946
Sotub01g033080	WRKY46	VdnDe4_24071
Sotub08g028280	WRKY46	CLCdnDe12_57769
PGSC0003DMC400034520	WRKY46	SdnRY1_28007
Sotub08g009530	WRKY46	Sotub08g009530
Sotub02g034510	WRKY48	VdnDe4_65288
Sotub05g028940	WRKY48	Sotub05g028940
Sotub07g018070	WRKY48	CLCdnRY8_32480
Sotub01g015470	WRKY48	CLCdnDe7_107311
Sotub12g006440	WRKY48	VdnDe4_128573
Sotub05g005540	WRKY48	VdnDe1_109308
Sotub01g023530	WRKY48	CLCdnDe6_35906
Sotub07g023370	WRKY48	CLCdnPW22_32549
Sotub02g017470	WRKY48	CLCdnDe13_167116
Sotub05g026050	WRKY48	CLCdnDe11_99705
Sotub01g029200	WRKY48	CLCdnPW47_79619
Sotub04g025650	WRKY48	CLCdnDe11_84210
Sotub04g026090	WRKY48	CLCdnPW10_16983
Sotub08g028790	WRKY48	CLCdnDe11_128679
PGSC0003DMC400040153	WRKY48	PGSC0003DMC400040153
PGSC0003DMC400055959	WRKY48	PGSC0003DMC400040153
PGSC0003DMC400014395	WRKY48	CLCdnRY2_28791
Sotub04g021760	WRKY48	CLCdnDe14_34881
Sotub05g016650	WRKY48	CLCdnDe1_20236
Sotub10g005930	WRKY48	Sotub10g005930
PGSC0003DMC400031479	WRKY48	PGSC0003DMC400031479
Sotub07g027620	WRKY48	Sotub07g027620
Sotub02g037460	WRKY48	CLCdnDe7_166816
Sotub12g013320	WRKY48	VdnPW2_44099
Sotub07g028620	WRKY48	CLCdnRY10_36588
Sotub10g024570	WRKY48	CLCdnRY1_10597
Sotub12g006450	WRKY48	CLCdnRY4_68053
Sotub12g011440	WRKY48	VdnDe3_62618
Sotub09g016510	WRKY48	VdnDe2_73957
Sotub06g022740	WRKY48	CLCdnDe14_15
Sotub03g021680	WRKY48	VdnDe5_54622
Sotub05g005280	WRKY48	CLCdnDe6_23634
PGSC0003DMC400019777	WRKY48	CLCdnPW23_27697
Sotub10g005920	WRKY48	Sotub10g005920
Sotub02g034510	WRKY57	VdnDe4_65288
Sotub05g028940	WRKY57	Sotub05g028940
Sotub07g018070	WRKY57	CLCdnRY8_32480
Sotub01g015470	WRKY57	CLCdnDe7_107311
Sotub12g006440	WRKY57	VdnDe4_128573
Sotub05g005540	WRKY57	VdnDe1_109308
Sotub01g023530	WRKY57	CLCdnDe6_35906
Sotub07g023370	WRKY57	CLCdnPW22_32549
Sotub02g017470	WRKY57	CLCdnDe13_167116
Sotub05g026050	WRKY57	CLCdnDe11_99705
Sotub01g029200	WRKY57	CLCdnPW47_79619
Sotub04g025650	WRKY57	CLCdnDe11_84210
Sotub04g026090	WRKY57	CLCdnPW10_16983
Sotub08g028790	WRKY57	CLCdnDe11_128679
PGSC0003DMC400055959	WRKY57	PGSC0003DMC400040153
PGSC0003DMC400040153	WRKY57	PGSC0003DMC400040153
PGSC0003DMC400014395	WRKY57	CLCdnRY2_28791
Sotub04g021760	WRKY57	CLCdnDe14_34881
Sotub05g016650	WRKY57	CLCdnDe1_20236
Sotub10g005930	WRKY57	Sotub10g005930
PGSC0003DMC400031479	WRKY57	PGSC0003DMC400031479
Sotub07g027620	WRKY57	Sotub07g027620
Sotub02g037460	WRKY57	CLCdnDe7_166816
Sotub12g013320	WRKY57	VdnPW2_44099
Sotub07g028620	WRKY57	CLCdnRY10_36588
Sotub10g024570	WRKY57	CLCdnRY1_10597
Sotub12g006450	WRKY57	CLCdnRY4_68053
Sotub12g011440	WRKY57	VdnDe3_62618
Sotub09g016510	WRKY57	VdnDe2_73957
Sotub06g022740	WRKY57	CLCdnDe14_15
Sotub03g021680	WRKY57	VdnDe5_54622
Sotub05g005280	WRKY57	CLCdnDe6_23634
PGSC0003DMC400019777	WRKY57	CLCdnPW23_27697
Sotub10g005920	WRKY57	Sotub10g005920
Sotub09g014330	WRKY70	VdnPW2_58600
Sotub03g021090	WRKY70	CLCdnPW2_7381
PGSC0003DMC400047973	WRKY70	CLCdnRY12_82973
Sotub10g022750	WRKY70	Sotub10g022750
Sotub02g034510	WRKY8,28	VdnDe4_65288
Sotub05g028940	WRKY8,28	Sotub05g028940
Sotub07g018070	WRKY8,28	CLCdnRY8_32480
Sotub01g015470	WRKY8,28	CLCdnDe7_107311
Sotub12g006440	WRKY8,28	VdnDe4_128573
Sotub05g005540	WRKY8,28	VdnDe1_109308
Sotub01g023530	WRKY8,28	CLCdnDe6_35906
Sotub07g023370	WRKY8,28	CLCdnPW22_32549
Sotub02g017470	WRKY8,28	CLCdnDe13_167116
Sotub05g026050	WRKY8,28	CLCdnDe11_99705
Sotub01g029200	WRKY8,28	CLCdnPW47_79619
Sotub04g025650	WRKY8,28	CLCdnDe11_84210
Sotub04g026090	WRKY8,28	CLCdnPW10_16983
Sotub08g028790	WRKY8,28	CLCdnDe11_128679
PGSC0003DMC400040153	WRKY8,28	PGSC0003DMC400040153
